OID_,FID_Clip_layer_neg_buffer,FID_gbif_occurrence,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order_,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1127,1,1462,579304271.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95581848,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/13/94,13,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95581848,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:55:07.190Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1128,1,1469,579302963.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95587119,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/4/94,4,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95587119,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:30.811Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1129,1,1471,579302961.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95581839,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,13,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/8/94,8,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95581839,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:05.613Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1130,1,1482,579302677.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95581816,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/1/94,1,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95581816,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:17.609Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1131,1,1492,579302302.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95581827,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/4/94,4,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95581827,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:54.442Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1132,1,1504,579302007.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95587110,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/4/94,4,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95587110,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:06:59.946Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1133,1,3722,278187028.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309683,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/4/94,4,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309683,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:12.598Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1134,1,3741,278181657.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309699,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/8/94,8,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309699,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:39.927Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1135,1,3774,278168000.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309664,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,7/1/94,1,7,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309664,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:11.909Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1136,1,3805,278158057.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309642,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,5/29/94,29,5,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309642,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:11.535Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1137,1,3867,278129784.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS95309620,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P9,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251750000000001,-122.308814999999996,,,,,,,4/30/94,30,4,1994,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS95309620,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:06:56.716Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1138,1,3608,278254687.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522448,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,4/30/93,30,4,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522448,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:49.909Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1139,1,3629,278240442.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90523538,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,5/15/93,15,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90523538,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:32:21.598Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1140,1,3687,278198722.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90523567,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,6/15/93,15,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90523567,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:00.453Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1141,1,3728,278184990.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522528,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,6/23/93,23,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522528,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:31:24.417Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1142,1,3749,278175296.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522507,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,6/15/93,15,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522507,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:31:27.287Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1143,1,3865,278131558.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90523591,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,2,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,7/7/93,7,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90523591,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:08:02.055Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1144,1,3936,278031620.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90531542,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,6/15/93,15,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90531542,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T20:23:35.821Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1145,1,4240,273119001.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522565,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,7/15/93,15,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522565,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:42.635Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1146,1,4241,273119000.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522549,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,7/7/93,7,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522549,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:06:52.072Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1147,1,4316,273098773.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522484,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,6/4/93,4,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522484,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:06:53.194Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1148,1,4334,273093385.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522465,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,5/15/93,15,5,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522465,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:07:36.394Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1149,1,4562,272139645.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90531520,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,6/15/93,15,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90531520,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:40.462Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1150,1,4565,272139631.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522583,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P3,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251883999999997,-122.311904999999996,,,,,,,7/29/93,29,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522583,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:29.337Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1151,1,3626,278250228.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522654,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,6/30/93,30,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522654,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:39.890Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1152,1,3641,278231848.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522674,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,7/7/93,7,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522674,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:31:35.465Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1153,1,3660,278217463.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522689,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,7/15/93,15,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522689,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:01.699Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1154,1,3752,278174631.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90531491,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,3,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,6/30/93,30,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90531491,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:06:52.059Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1155,1,3785,278164713.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90523665,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,6/30/93,30,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90523665,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:16.880Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1156,1,4236,273119190.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90531458,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,7/15/93,15,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90531458,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:07:40.686Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1157,1,4237,273119189.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90531444,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,7/15/93,15,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90531444,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:06:55.647Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1158,1,4250,273115427.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90531506,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,1,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,6/30/93,30,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90531506,,,,CC_BY_4_0,,obsr90708,,,2024-01-24T21:06:52.407Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1159,1,4253,273115424.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522704,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,7/27/93,27,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522704,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:37.490Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1160,1,4254,273115254.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90523689,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,5,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,7/15/93,15,7,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90523689,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T21:30:03.567Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
1161,1,4256,273115238.000000000000000,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS90522619,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Brachyramphus,Brachyramphus marmoratus,,SPECIES,"Brachyramphus marmoratus (J.F.Gmelin, 1789)",Brachyramphus marmoratus,,US,Dearborn Creek P4,California,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,37.251953000000000,-122.309680000000000,,,,,,,6/11/93,11,6,1993,5229281,5229281,HUMAN_OBSERVATION,CLO,EBIRD,OBS90522619,,,,CC_BY_4_0,,obsr215126,,,2024-01-24T20:23:46.140Z,,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED
